data,precipitacao_mean,pressao_atm_mean,temperatura_ar_mean,umidade_rel_mean,faixa_temperatura,pm10_mean,so2_mean,no2_mean,o3_mean,co_mean,IQAr,qualidade_do_ar,volume_internacoes,volume_mortes
2022-03-31,0.0,1015.89,15.65,57.29,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-01,0.13,1019.34,15.77,75.12,Ameno (15-22°C),,,,,,,Sem Dados,11,3
2022-04-02,0.0,1016.43,19.84,70.79,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-03,1.55,1011.29,19.44,86.96,Ameno (15-22°C),,,,,,,Sem Dados,4,1
2022-04-04,0.44,1008.72,19.85,93.92,Ameno (15-22°C),,,,,,,Sem Dados,7,1
2022-04-05,0.01,1011.85,20.5,82.67,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-06,0.0,1010.75,20.76,79.5,Ameno (15-22°C),,,,,,,Sem Dados,8,1
2022-04-07,0.0,1008.77,20.49,86.92,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-08,0.18,1007.8,20.86,88.46,Ameno (15-22°C),,,,,,,Sem Dados,7,2
2022-04-09,0.01,1009.15,21.03,86.25,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-10,0.0,1007.53,22.78,82.33,Quente (22-28°C),,,,,,,Sem Dados,5,1
2022-04-11,0.03,1003.61,22.1,79.96,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-04-12,0.04,1003.71,21.85,85.71,Ameno (15-22°C),,,,,,,Sem Dados,9,1
2022-04-13,0.0,1007.47,20.93,78.29,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-14,0.01,1012.26,18.68,60.83,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-15,0.02,1013.92,16.03,75.79,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-16,0.0,1015.15,17.08,77.46,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-17,0.0,1015.21,18.45,78.62,Ameno (15-22°C),,,,,,,Sem Dados,6,1
2022-04-18,0.0,1013.65,20.18,73.29,Ameno (15-22°C),,,,,,,Sem Dados,7,2
2022-04-19,0.0,1012.48,20.45,70.71,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-20,0.0,1011.86,19.75,78.46,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-21,0.01,1006.75,19.92,78.38,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-22,0.01,1000.8,21.35,73.42,Ameno (15-22°C),,,,,,,Sem Dados,6,2
2022-04-23,0.02,1002.17,18.31,73.0,Ameno (15-22°C),,,,,,,Sem Dados,3,1
2022-04-24,0.0,1009.71,18.3,72.12,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-25,0.64,1006.71,21.82,72.83,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-04-26,0.39,1006.2,21.67,89.54,Ameno (15-22°C),,,,,,,Sem Dados,11,1
2022-04-27,0.0,1002.44,25.4,73.04,Quente (22-28°C),,,,,,,Sem Dados,7,1
2022-04-28,1.34,1008.46,18.72,93.21,Ameno (15-22°C),,,,,,,Sem Dados,11,1
2022-04-29,0.01,1017.76,16.03,80.12,Ameno (15-22°C),,,,,,,Sem Dados,7,1
2022-04-30,0.21,1013.69,15.93,77.0,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-01,0.33,1008.57,17.79,89.12,Ameno (15-22°C),,,,,,,Sem Dados,9,2
2022-05-02,0.7,1011.66,15.15,88.58,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-03,0.16,1008.46,17.01,92.17,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-04,1.42,1009.26,18.3,93.38,Ameno (15-22°C),,,,,,,Sem Dados,13,3
2022-05-05,0.03,1014.35,17.77,81.08,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-06,0.0,1017.2,17.12,78.38,Ameno (15-22°C),,,,,,,Sem Dados,6,1
2022-05-07,0.0,1017.87,16.18,82.58,Ameno (15-22°C),,,,,,,Sem Dados,5,1
2022-05-08,0.01,1015.47,16.79,80.5,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-09,0.0,1014.02,18.12,78.75,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-10,0.27,1009.92,17.07,89.71,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-11,0.26,1009.47,16.73,90.75,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-12,0.01,1012.63,15.66,81.12,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-13,0.0,1013.52,15.05,81.12,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-14,0.31,1010.3,16.43,85.54,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-15,0.43,1008.21,16.05,92.71,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-05-16,0.0,1011.31,12.38,70.08,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-17,0.26,1005.33,11.17,77.21,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-18,0.81,1005.73,13.69,87.42,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-19,0.0,1013.22,13.32,86.83,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-20,0.0,1015.36,12.39,87.67,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-21,0.01,1016.76,12.57,82.21,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-05-22,0.0,1015.69,13.89,82.96,Frio (<15°C),,,,,,,Sem Dados,7,1
2022-05-23,0.01,1013.33,15.62,83.46,Ameno (15-22°C),,,,,2.72,12.0,Boa,8,1
2022-05-24,0.0,1012.5,18.13,77.04,Ameno (15-22°C),,9.49,42.79,27.11,2.47,28.0,Boa,14,1
2022-05-25,0.01,1012.09,20.06,73.71,Ameno (15-22°C),,4.48,38.8,28.74,2.48,25.0,Boa,8,1
2022-05-26,0.07,1014.9,17.68,90.38,Ameno (15-22°C),,4.64,26.47,16.51,1.81,14.0,Boa,0,0
2022-05-27,0.62,1010.61,16.89,95.67,Ameno (15-22°C),,3.78,34.23,8.35,2.49,16.0,Boa,0,0
2022-05-28,0.08,1007.66,17.33,93.92,Ameno (15-22°C),,3.3,24.47,10.36,2.01,19.0,Boa,8,1
2022-05-29,0.41,1003.65,16.28,92.83,Ameno (15-22°C),,3.08,11.37,17.27,1.57,12.0,Boa,0,0
2022-05-30,0.01,1010.28,12.6,75.54,Frio (<15°C),,3.5,14.3,18.74,1.38,12.0,Boa,0,0
2022-05-31,0.0,1015.43,8.55,73.17,Frio (<15°C),,11.95,22.27,13.29,1.85,14.0,Boa,13,1
2022-06-01,0.0,1014.11,9.05,83.33,Frio (<15°C),,,,,,,Sem Dados,11,2
2022-06-02,0.0,1015.01,11.09,76.92,Frio (<15°C),,,,,,,Sem Dados,8,2
2022-06-03,0.0,1019.24,10.89,78.79,Frio (<15°C),,,,,,,Sem Dados,5,1
2022-06-04,0.0,1016.09,14.4,80.46,Frio (<15°C),,,,,,,Sem Dados,4,2
2022-06-05,0.3,1011.26,15.84,88.42,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-06-06,0.96,1008.01,16.78,95.92,Ameno (15-22°C),,,,,,,Sem Dados,6,2
2022-06-07,0.0,1009.77,15.43,92.04,Ameno (15-22°C),,,,,,,Sem Dados,7,1
2022-06-08,0.0,1010.95,15.72,88.17,Ameno (15-22°C),,,,,,,Sem Dados,12,1
2022-06-09,0.01,1011.37,15.72,89.29,Ameno (15-22°C),,,,,,,Sem Dados,9,2
2022-06-10,0.02,1013.34,13.68,79.79,Frio (<15°C),,,,,,,Sem Dados,8,1
2022-06-11,0.0,1016.02,8.37,60.46,Frio (<15°C),,,,,,,Sem Dados,4,1
2022-06-12,0.0,1016.16,9.98,63.42,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-06-13,0.0,1018.82,12.28,76.75,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-06-14,0.0,1015.71,13.97,85.21,Frio (<15°C),,,,,,,Sem Dados,0,0
2022-06-15,0.01,1013.39,13.88,80.54,Frio (<15°C),,,28.57,7.98,1.85,20.0,Boa,8,2
2022-06-16,0.0,1008.75,15.63,77.83,Ameno (15-22°C),,,27.52,15.41,2.07,17.0,Boa,0,0
2022-06-17,1.52,1001.33,15.99,91.75,Ameno (15-22°C),,,15.16,8.22,1.39,12.0,Boa,5,1
2022-06-18,0.0,1014.47,9.81,73.04,Frio (<15°C),,,11.12,21.26,1.46,15.0,Boa,0,0
2022-06-19,0.0,1015.67,9.45,78.0,Frio (<15°C),,,15.82,17.01,1.97,15.0,Boa,2,1
2022-06-20,0.01,1013.1,12.22,81.71,Frio (<15°C),,,17.17,10.44,1.79,12.0,Boa,9,1
2022-06-21,0.34,1008.15,13.53,94.42,Frio (<15°C),,,18.57,3.17,1.64,8.0,Boa,4,1
2022-06-22,0.24,1006.68,14.29,95.42,Frio (<15°C),,3.78,15.01,2.17,,9.0,Boa,0,0
2022-06-23,0.06,1009.86,14.35,96.33,Frio (<15°C),8.94,3.41,14.83,2.05,,8.0,Boa,0,0
2022-06-24,0.18,1013.56,14.55,96.0,Frio (<15°C),15.69,3.41,13.55,2.91,,14.0,Boa,0,0
2022-06-25,0.01,1020.72,12.18,85.04,Frio (<15°C),,3.07,4.75,17.14,,9.0,Boa,0,0
2022-06-26,0.0,1019.03,10.7,84.92,Frio (<15°C),,3.33,7.11,12.12,,8.0,Boa,2,1
2022-06-27,0.0,1012.96,13.9,88.09,Frio (<15°C),41.65,3.83,16.38,0.98,,37.0,Boa,10,1
2022-06-28,0.34,1007.51,16.75,86.62,Ameno (15-22°C),37.84,6.05,19.27,5.7,,34.0,Boa,10,1
2022-06-29,0.13,1011.04,11.63,82.87,Frio (<15°C),10.83,3.68,11.2,16.02,,10.0,Boa,0,0
2022-06-30,0.0,1012.89,11.27,83.57,Frio (<15°C),30.41,6.36,18.23,6.77,,27.0,Boa,0,0
2022-07-01,0.01,1009.94,13.48,78.25,Frio (<15°C),29.42,3.88,17.79,7.6,,26.0,Boa,0,0
2022-07-02,0.0,1007.12,17.61,76.29,Ameno (15-22°C),30.77,8.99,9.45,24.78,,28.0,Boa,0,0
2022-07-03,0.04,1014.88,14.12,88.21,Frio (<15°C),16.6,3.73,4.16,22.29,,15.0,Boa,0,0
2022-07-04,0.16,1010.61,17.32,92.83,Ameno (15-22°C),25.67,3.78,14.58,4.23,,23.0,Boa,0,0
2022-07-05,0.0,1009.32,16.67,92.0,Ameno (15-22°C),24.23,3.84,11.29,7.57,,21.0,Boa,0,0
2022-07-06,0.0,1007.92,17.53,88.67,Ameno (15-22°C),21.34,3.94,11.8,6.84,,19.0,Boa,0,0
2022-07-07,0.22,1009.28,18.43,79.46,Ameno (15-22°C),36.56,4.3,19.03,7.12,,33.0,Boa,9,2
2022-07-08,0.0,1017.75,14.12,83.75,Frio (<15°C),17.43,16.28,9.96,13.26,,16.0,Boa,0,0
2022-07-09,0.0,1012.41,18.55,78.88,Ameno (15-22°C),28.03,42.46,12.55,11.87,,45.0,Moderada,0,0
2022-07-10,0.0,1006.98,19.4,79.75,Ameno (15-22°C),42.36,59.94,15.12,11.9,,86.0,Ruim,0,0
2022-07-11,0.52,998.36,22.92,63.46,Quente (22-28°C),31.6,74.1,14.78,17.0,,93.0,Ruim,8,1
2022-07-12,0.54,1010.43,12.88,77.92,Frio (<15°C),12.45,88.78,7.7,22.48,,101.0,Ruim,0,0
2022-07-13,0.0,1016.4,11.52,79.83,Frio (<15°C),19.76,,13.03,4.79,,18.0,Boa,0,0
2022-07-14,1.3,1009.97,14.25,92.83,Frio (<15°C),22.0,,10.63,4.2,,20.0,Boa,0,0
2022-07-15,1.0,1002.79,17.01,95.79,Ameno (15-22°C),11.76,,7.41,1.92,,11.0,Boa,0,0
2022-07-16,0.82,998.78,18.2,92.04,Ameno (15-22°C),28.08,3.95,5.31,3.89,,25.0,Boa,0,0
2022-07-17,0.0,1015.51,10.95,75.54,Frio (<15°C),6.0,28.41,2.7,21.05,,28.0,Boa,0,0
2022-07-18,0.0,1018.42,10.94,83.96,Frio (<15°C),31.7,25.48,9.63,5.38,,28.0,Boa,0,0
2022-07-19,0.0,1019.38,13.22,85.04,Frio (<15°C),28.97,4.93,7.36,6.21,,26.0,Boa,0,0
2022-07-20,0.01,1013.56,16.22,85.08,Ameno (15-22°C),27.4,7.06,9.4,5.36,,24.0,Boa,0,0
2022-07-21,0.0,1008.49,19.62,81.42,Ameno (15-22°C),31.85,7.29,8.94,6.25,,28.0,Boa,8,1
2022-07-22,0.01,1008.89,19.97,85.17,Ameno (15-22°C),38.43,1.59,13.53,4.05,,34.0,Boa,0,0
2022-07-23,0.62,1010.08,19.37,90.04,Ameno (15-22°C),,0.69,7.78,7.56,,6.0,Boa,0,0
2022-07-24,0.0,1010.72,20.66,83.33,Ameno (15-22°C),,1.87,7.39,11.72,,13.0,Boa,0,0
2022-07-25,0.0,1013.03,19.97,84.21,Ameno (15-22°C),,1.52,6.95,15.63,,13.0,Boa,0,0
2022-07-26,0.0,1014.14,18.54,88.21,Ameno (15-22°C),29.19,6.44,6.27,19.0,,26.0,Boa,5,1
2022-07-27,0.0,1009.81,19.0,83.04,Ameno (15-22°C),38.41,5.69,12.8,10.39,,34.0,Boa,0,0
2022-07-28,1.06,1002.3,17.97,89.48,Ameno (15-22°C),41.35,2.3,12.37,8.52,,36.0,Boa,0,0
2022-07-29,0.0,1009.74,11.85,78.23,Frio (<15°C),7.69,20.59,6.37,16.12,,21.0,Boa,8,1
2022-07-30,0.0,1013.95,11.62,82.04,Frio (<15°C),19.3,31.62,8.14,13.23,,32.0,Boa,4,2
2022-07-31,0.0,1012.62,13.41,83.22,Frio (<15°C),30.9,36.88,8.86,9.71,,37.0,Boa,0,0
2022-08-01,0.01,1011.65,13.73,88.17,Frio (<15°C),32.16,40.22,8.97,10.01,,40.0,Boa,9,2
2022-08-02,0.03,1012.63,14.08,88.17,Frio (<15°C),23.84,36.52,5.14,21.95,2.28,37.0,Boa,0,0
2022-08-03,0.03,1008.4,18.36,83.71,Ameno (15-22°C),34.1,27.46,5.9,18.32,2.07,30.0,Boa,0,0
2022-08-04,0.64,1001.61,18.08,85.96,Ameno (15-22°C),21.97,22.15,7.84,18.01,2.02,22.0,Boa,0,0
2022-08-05,0.17,1010.99,14.03,82.04,Frio (<15°C),8.16,31.2,4.97,23.32,1.96,31.0,Boa,0,0
2022-08-06,0.0,1014.49,11.48,80.33,Frio (<15°C),,80.55,3.52,21.36,1.99,97.0,Ruim,2,1
2022-08-07,0.01,1011.7,14.22,85.0,Frio (<15°C),,65.97,1.75,26.9,1.98,89.0,Ruim,0,0
2022-08-08,0.12,1015.38,14.28,90.71,Frio (<15°C),6.0,81.51,2.34,31.08,1.91,97.0,Ruim,6,1
2022-08-09,0.76,1017.83,13.06,93.92,Frio (<15°C),6.58,72.74,3.41,28.08,1.88,93.0,Ruim,0,0
2022-08-10,0.32,1017.48,13.56,83.88,Frio (<15°C),9.39,,6.93,23.26,2.09,12.0,Boa,0,0
2022-08-11,0.03,1018.83,13.99,87.08,Frio (<15°C),18.62,,8.82,12.65,2.18,17.0,Boa,0,0
2022-08-12,0.0,1016.18,16.18,76.42,Ameno (15-22°C),14.67,,9.07,12.52,2.3,13.0,Boa,7,1
2022-08-13,0.0,1014.23,16.82,73.42,Ameno (15-22°C),27.02,,10.83,11.53,2.61,24.0,Boa,3,1
2022-08-14,0.05,1010.2,18.19,78.46,Ameno (15-22°C),41.34,0.65,8.88,14.84,3.18,36.0,Boa,0,0
2022-08-15,1.34,999.49,17.88,91.62,Ameno (15-22°C),26.9,0.65,7.71,14.72,2.25,24.0,Boa,10,1
2022-08-16,0.0,1005.69,14.66,84.54,Frio (<15°C),11.32,,7.89,19.39,2.36,13.0,Boa,0,0
2022-08-17,0.0,1002.95,17.24,82.38,Ameno (15-22°C),13.12,7.41,7.78,15.39,2.46,13.0,Boa,0,0
2022-08-18,0.27,1009.09,12.6,77.75,Frio (<15°C),15.91,7.31,6.46,17.41,1.79,14.0,Boa,0,0
2022-08-19,0.0,1025.21,9.33,66.08,Frio (<15°C),11.25,10.44,8.53,16.56,2.0,12.0,Boa,0,0
2022-08-20,0.0,1024.81,10.8,69.54,Frio (<15°C),21.36,7.79,7.46,17.75,2.32,19.0,Boa,0,0
2022-08-21,0.0,1021.33,12.86,75.62,Frio (<15°C),29.79,10.83,5.89,18.46,2.33,27.0,Boa,0,0
2022-08-22,0.0,1019.42,13.45,83.42,Frio (<15°C),30.82,8.2,6.76,17.34,2.07,28.0,Boa,5,1
2022-08-23,0.0,1017.01,16.7,78.17,Ameno (15-22°C),24.38,7.77,7.68,20.42,2.03,21.0,Boa,0,0
2022-08-24,0.0,1014.58,18.55,72.29,Ameno (15-22°C),42.17,13.36,13.95,17.7,2.6,37.0,Boa,8,1
2022-08-25,0.0,1013.23,20.74,67.67,Ameno (15-22°C),34.07,7.97,10.84,20.64,2.37,30.0,Boa,0,0
2022-08-26,0.0,1011.79,21.05,69.96,Ameno (15-22°C),38.05,14.64,13.13,23.19,2.43,34.0,Boa,2,1
2022-08-27,0.0,1006.3,22.75,61.17,Quente (22-28°C),28.52,29.32,10.55,25.06,2.44,29.0,Boa,7,1
2022-08-28,0.53,1020.28,11.95,68.75,Frio (<15°C),14.11,7.32,0.94,32.23,1.82,16.0,Boa,8,1
2022-08-29,0.0,1027.15,10.34,68.62,Frio (<15°C),17.48,7.64,8.48,19.36,2.04,15.0,Boa,0,0
2022-08-30,0.0,1022.64,12.94,78.29,Frio (<15°C),14.95,7.76,4.45,17.94,1.96,13.0,Boa,0,0
2022-08-31,0.0,1015.69,16.02,67.08,Ameno (15-22°C),22.09,17.53,11.2,14.21,2.74,20.0,Boa,0,0
2022-09-01,0.0,1007.69,18.81,67.25,Ameno (15-22°C),24.1,8.1,9.07,12.68,2.29,21.0,Boa,6,1
2022-09-02,0.49,1009.08,16.1,86.25,Ameno (15-22°C),17.78,8.05,9.81,13.25,2.01,16.0,Boa,0,0
2022-09-03,0.0,1019.62,11.69,68.62,Frio (<15°C),12.67,7.62,3.68,24.03,1.98,14.0,Boa,0,0
2022-09-04,0.0,1021.27,11.81,79.29,Frio (<15°C),21.66,19.07,5.69,17.67,2.11,20.0,Boa,3,2
2022-09-05,0.0,1019.42,15.1,76.5,Ameno (15-22°C),13.61,8.04,5.04,19.42,2.06,14.0,Boa,0,0
2022-09-06,0.01,1016.04,17.42,79.54,Ameno (15-22°C),14.78,8.08,9.18,12.51,2.27,13.0,Boa,0,0
2022-09-07,0.01,1008.28,19.64,74.12,Ameno (15-22°C),10.54,10.88,7.49,17.39,2.27,16.0,Boa,0,0
2022-09-08,0.0,1003.49,20.67,70.21,Ameno (15-22°C),22.31,8.1,9.31,20.64,2.3,20.0,Boa,0,0
2022-09-09,0.82,1001.22,21.22,79.54,Ameno (15-22°C),,7.8,9.18,23.8,2.22,14.0,Boa,0,0
2022-09-10,0.03,1015.45,12.45,67.0,Frio (<15°C),9.09,8.23,3.92,24.3,1.81,13.0,Boa,0,0
2022-09-11,0.0,1015.42,12.53,74.75,Frio (<15°C),13.39,9.24,2.8,20.21,1.99,14.0,Boa,4,1
2022-09-12,0.0,1008.31,16.14,75.29,Ameno (15-22°C),21.72,8.69,11.56,11.5,2.31,20.0,Boa,0,0
2022-09-13,0.0,1008.6,17.4,77.96,Ameno (15-22°C),12.51,11.56,6.9,16.59,1.96,12.0,Boa,0,0
2022-09-14,0.09,1014.52,16.43,81.62,Ameno (15-22°C),10.28,7.25,3.14,24.7,1.87,13.0,Boa,0,0
2022-09-15,0.07,1017.52,16.63,83.33,Ameno (15-22°C),7.31,7.14,3.39,22.4,1.88,12.0,Boa,0,0
2022-09-16,0.01,1018.91,17.02,75.0,Ameno (15-22°C),10.25,7.45,3.06,23.56,2.03,14.0,Boa,0,0
2022-09-17,0.0,1017.2,17.4,70.71,Ameno (15-22°C),15.0,7.39,2.23,24.2,1.82,14.0,Boa,0,0
2022-09-18,0.0,1011.25,17.89,65.79,Ameno (15-22°C),18.48,7.67,3.37,22.69,1.97,16.0,Boa,0,0
2022-09-19,0.58,1007.77,16.85,83.67,Ameno (15-22°C),13.37,12.49,8.68,10.05,2.07,12.0,Boa,0,0
2022-09-20,0.31,1008.59,17.52,82.88,Ameno (15-22°C),10.78,8.23,2.6,25.08,1.94,14.0,Boa,0,0
2022-09-21,0.02,1007.73,16.4,85.08,Ameno (15-22°C),7.87,7.66,2.66,26.95,2.0,14.0,Boa,0,0
2022-09-22,0.34,1005.6,14.98,84.83,Frio (<15°C),7.74,8.01,3.34,20.75,1.89,11.0,Boa,0,0
2022-09-23,0.0,1012.6,13.4,64.92,Frio (<15°C),8.67,8.98,5.29,25.02,1.96,14.0,Boa,0,0
2022-09-24,0.0,1015.48,14.0,69.67,Frio (<15°C),17.94,10.51,6.26,23.03,2.03,18.0,Boa,0,0
2022-09-25,0.0,1011.07,17.19,77.17,Ameno (15-22°C),17.79,8.28,3.42,19.09,1.97,16.0,Boa,2,1
2022-09-26,0.0,1008.46,19.91,74.0,Ameno (15-22°C),22.02,22.2,11.0,15.24,2.32,22.0,Boa,0,0
2022-09-27,0.0,1012.38,19.1,72.25,Ameno (15-22°C),31.44,8.0,11.96,23.69,2.01,28.0,Boa,4,1
2022-09-28,0.0,1018.99,16.99,74.21,Ameno (15-22°C),16.13,7.7,5.0,30.29,1.69,14.0,Boa,0,0
2022-09-29,0.0,1018.73,16.08,70.96,Ameno (15-22°C),19.28,7.58,7.29,23.33,1.9,17.0,Boa,0,0
2022-09-30,0.28,1014.87,17.01,77.42,Ameno (15-22°C),16.05,7.74,9.69,20.36,1.96,14.0,Boa,0,0
2022-10-01,0.01,1013.59,17.29,84.62,Ameno (15-22°C),13.9,8.02,9.8,18.34,1.98,13.0,Boa,10,1
2022-10-02,0.01,1015.03,16.7,82.71,Ameno (15-22°C),9.05,8.12,6.35,24.54,2.01,14.0,Boa,0,0
2022-10-03,0.0,1012.9,15.84,79.29,Ameno (15-22°C),14.24,12.33,9.88,18.47,1.9,14.0,Boa,0,0
2022-10-04,0.0,1010.96,15.15,73.62,Ameno (15-22°C),18.1,8.42,8.78,20.96,1.89,16.0,Boa,0,0
2022-10-05,0.0,1008.57,17.77,69.46,Ameno (15-22°C),20.16,8.24,8.19,22.4,1.85,18.0,Boa,0,0
2022-10-06,0.51,1000.49,18.58,89.5,Ameno (15-22°C),19.16,8.25,12.29,10.87,2.17,17.0,Boa,0,0
2022-10-07,0.21,1001.72,19.13,71.67,Ameno (15-22°C),14.76,10.98,12.24,20.52,1.8,13.0,Boa,0,0
2022-10-08,0.0,1003.55,20.04,63.67,Ameno (15-22°C),23.4,13.57,15.21,19.03,2.38,20.0,Boa,4,1
2022-10-09,0.01,1013.32,13.69,64.0,Frio (<15°C),17.22,8.46,4.89,26.05,1.56,15.0,Boa,6,1
2022-10-10,0.19,1017.37,13.39,71.67,Frio (<15°C),11.0,8.1,5.75,26.29,1.87,13.0,Boa,0,0
2022-10-11,0.18,1009.75,16.69,92.33,Ameno (15-22°C),16.72,9.04,15.37,10.33,2.28,15.0,Boa,0,0
2022-10-12,0.12,1009.34,17.37,88.62,Ameno (15-22°C),10.47,9.83,9.11,13.3,2.12,11.0,Boa,0,0
2022-10-13,0.0,1011.1,19.34,77.71,Ameno (15-22°C),12.34,15.14,9.32,23.19,2.14,17.0,Boa,6,1
2022-10-14,0.0,1020.63,16.63,72.5,Ameno (15-22°C),27.88,8.41,3.96,29.81,1.7,25.0,Boa,0,0
2022-10-15,0.0,1019.5,17.66,75.0,Ameno (15-22°C),19.7,8.42,3.54,28.87,1.85,18.0,Boa,0,0
2022-10-16,0.07,1011.71,19.82,79.79,Ameno (15-22°C),8.93,9.22,4.42,22.05,1.92,12.0,Boa,0,0
2022-10-17,0.0,1012.89,18.96,76.95,Ameno (15-22°C),12.21,9.07,6.29,25.91,1.87,17.0,Boa,6,1
2022-10-18,0.0,1014.78,19.21,83.96,Ameno (15-22°C),9.52,8.56,4.58,27.16,1.8,14.0,Boa,0,0
2022-10-19,0.0,1010.69,20.46,80.46,Ameno (15-22°C),7.05,8.64,4.62,23.03,1.82,11.0,Boa,0,0
2022-10-20,0.01,1003.89,20.13,85.04,Ameno (15-22°C),13.04,8.69,6.05,18.75,1.89,12.0,Boa,0,0
2022-10-21,0.02,1001.04,21.4,80.54,Ameno (15-22°C),13.18,10.96,8.19,22.24,1.93,17.0,Boa,3,1
2022-10-22,0.02,1009.75,19.83,73.62,Ameno (15-22°C),8.56,8.78,4.9,22.6,1.76,14.0,Boa,0,0
2022-10-23,0.0,1011.62,18.76,76.25,Ameno (15-22°C),16.75,9.58,6.51,17.27,1.84,15.0,Boa,2,1
2022-10-24,0.0,1013.11,18.82,75.54,Ameno (15-22°C),14.95,15.14,8.46,17.46,1.91,15.0,Boa,0,0
2022-10-25,0.0,1009.87,20.25,71.67,Ameno (15-22°C),12.22,8.64,6.45,19.6,1.84,14.0,Boa,0,0
2022-10-26,0.38,1002.9,23.84,67.58,Quente (22-28°C),22.44,11.98,9.67,27.32,1.87,20.0,Boa,6,1
2022-10-27,0.08,1003.08,23.2,62.33,Quente (22-28°C),13.18,17.84,13.83,27.94,1.82,18.0,Boa,0,0
2022-10-28,0.0,1005.32,23.09,55.0,Quente (22-28°C),27.21,16.11,12.26,28.69,1.94,24.0,Boa,0,0
2022-10-29,0.0,1000.46,24.94,64.29,Quente (22-28°C),33.64,17.91,13.25,26.15,2.26,30.0,Boa,0,0
2022-10-30,0.39,996.1,26.38,60.58,Quente (22-28°C),17.88,29.04,10.14,34.33,2.18,29.0,Boa,3,1
2022-10-31,1.81,1010.11,15.01,91.25,Ameno (15-22°C),8.41,8.99,6.28,20.65,1.87,14.0,Boa,0,0
2022-11-01,0.0,1021.87,13.97,61.17,Frio (<15°C),11.14,10.5,7.32,17.51,1.85,11.0,Boa,0,0
2022-11-02,0.0,1023.88,15.25,62.71,Ameno (15-22°C),14.88,9.32,7.04,18.83,1.89,15.0,Boa,5,1
2022-11-03,0.0,1020.69,16.46,63.0,Ameno (15-22°C),16.71,15.08,9.29,19.98,1.9,16.0,Boa,0,0
2022-11-04,0.0,1018.14,17.58,67.42,Ameno (15-22°C),17.76,9.29,7.52,17.14,1.8,16.0,Boa,0,0
2022-11-05,0.01,1016.48,18.52,70.33,Ameno (15-22°C),18.95,9.25,6.6,17.36,2.0,17.0,Boa,0,0
2022-11-06,0.03,1017.73,18.46,70.83,Ameno (15-22°C),12.58,9.14,3.85,18.18,1.81,12.0,Boa,6,1
2022-11-07,0.4,1017.06,16.65,83.42,Ameno (15-22°C),11.54,9.3,7.19,11.89,1.85,11.0,Boa,3,1
2022-11-08,0.03,1014.3,16.7,84.7,Ameno (15-22°C),10.81,10.41,9.04,10.59,1.99,10.0,Boa,0,0
2022-11-09,0.05,1011.56,17.74,81.09,Ameno (15-22°C),12.13,9.59,10.8,9.81,2.32,12.0,Boa,0,0
2022-11-10,0.0,1009.98,19.74,75.54,Ameno (15-22°C),15.04,10.23,7.4,16.07,1.86,13.0,Boa,0,0
2022-11-11,0.0,1007.97,20.82,77.83,Ameno (15-22°C),16.19,14.15,10.06,22.34,1.9,17.0,Boa,0,0
2022-11-12,0.0,1005.43,23.75,73.67,Quente (22-28°C),19.4,9.56,7.23,25.84,1.95,19.0,Boa,0,0
2022-11-13,0.15,1001.3,22.74,84.21,Quente (22-28°C),22.74,9.1,6.35,17.76,2.02,20.0,Boa,0,0
