data,precipitacao_mean,pressao_atm_mean,temperatura_ar_mean,umidade_rel_mean,faixa_temperatura,pm10_mean,so2_mean,no2_mean,o3_mean,co_mean,IQAr,qualidade_do_ar,volume_internacoes,volume_mortes
2024-01-21,0.01,1010.46,23.18,72.46,Quente (22-28°C),,4.36,3.33,32.1,0.23,16.0,Boa,3,1
2024-01-22,0.0,1013.12,22.64,68.17,Quente (22-28°C),,4.43,3.25,27.17,0.34,15.0,Boa,0,0
2024-01-23,0.0,1012.63,22.5,67.04,Quente (22-28°C),,4.52,3.2,27.34,0.26,15.0,Boa,0,0
2024-01-24,0.15,1011.9,21.4,74.12,Ameno (15-22°C),,4.73,4.26,23.76,0.35,13.0,Boa,0,0
2024-01-25,0.0,1012.38,22.52,65.5,Quente (22-28°C),,4.43,6.0,26.74,0.41,15.0,Boa,2,1
2024-01-26,0.0,1012.9,22.13,73.87,Quente (22-28°C),,4.56,5.97,18.22,0.38,11.0,Boa,1,1
2024-01-27,0.0,1010.99,22.49,73.17,Quente (22-28°C),,4.68,5.87,21.19,0.37,12.0,Boa,0,0
2024-01-28,0.43,1008.63,22.73,82.91,Quente (22-28°C),,4.61,5.73,23.67,0.4,15.0,Boa,2,1
2024-01-29,0.01,1006.91,23.31,82.12,Quente (22-28°C),,9.78,7.52,26.07,0.41,21.0,Boa,0,0
2024-01-30,0.0,1006.57,24.5,72.04,Quente (22-28°C),,5.63,7.4,24.96,0.4,18.0,Boa,0,0
2024-01-31,0.0,1008.26,24.41,72.5,Quente (22-28°C),,6.69,7.53,38.6,0.4,32.0,Boa,0,0
2024-02-01,0.0,1011.0,25.02,71.71,Quente (22-28°C),,5.3,6.87,27.98,0.47,18.0,Boa,4,1
2024-02-02,0.0,1012.0,25.06,71.08,Quente (22-28°C),,4.69,6.06,28.57,0.4,19.0,Boa,0,0
2024-02-03,0.0,1008.38,27.09,64.58,Quente (22-28°C),,6.27,6.85,41.28,0.43,31.0,Boa,0,0
2024-02-04,0.35,1007.32,27.72,71.04,Quente (22-28°C),,6.43,7.47,37.82,0.52,24.0,Boa,0,0
2024-02-05,0.01,1009.78,26.7,80.08,Quente (22-28°C),,5.5,6.81,32.39,0.4,21.0,Boa,0,0
2024-02-06,0.0,1010.59,26.22,78.25,Quente (22-28°C),,5.12,6.04,26.77,0.4,16.0,Boa,0,0
2024-02-07,0.0,1007.64,26.57,77.58,Quente (22-28°C),,5.18,6.3,30.89,0.32,22.0,Boa,0,0
2024-02-08,0.0,1006.18,27.63,75.83,Quente (22-28°C),,5.37,6.87,37.39,0.46,27.0,Boa,0,0
2024-02-09,0.0,1007.08,28.65,74.62,Muito Quente (>28°C),,5.51,7.18,37.04,0.44,26.0,Boa,0,0
2024-02-10,0.0,1007.65,29.48,70.96,Muito Quente (>28°C),,5.49,6.84,34.93,0.43,21.0,Boa,2,1
2024-02-11,0.0,1007.31,29.89,66.21,Muito Quente (>28°C),,6.21,7.13,29.87,0.49,18.0,Boa,0,0
2024-02-12,0.0,1004.81,30.12,65.46,Muito Quente (>28°C),,5.94,7.93,28.31,0.55,18.0,Boa,1,1
2024-02-13,1.19,1008.57,23.12,89.38,Quente (22-28°C),,5.22,5.62,23.57,0.49,11.0,Boa,0,0
2024-02-14,0.0,1013.22,22.57,67.67,Quente (22-28°C),,5.13,4.4,17.99,0.4,10.0,Boa,0,0
2024-02-15,0.0,1011.56,23.59,67.08,Quente (22-28°C),,5.26,5.29,17.88,0.41,10.0,Boa,0,0
2024-02-16,0.96,1009.1,21.55,85.88,Ameno (15-22°C),,5.34,5.42,14.38,0.3,8.0,Boa,0,0
2024-02-17,0.01,1006.77,24.06,81.38,Quente (22-28°C),,5.74,4.03,14.02,0.6,8.0,Boa,0,0
2024-02-18,0.0,1005.28,25.79,79.96,Quente (22-28°C),,5.58,3.76,13.57,0.61,8.0,Boa,0,0
2024-02-19,0.0,1003.29,25.42,77.04,Quente (22-28°C),,5.1,3.74,13.37,0.42,7.0,Boa,0,0
2024-02-20,0.0,1004.11,23.88,74.17,Quente (22-28°C),,5.31,3.75,12.85,0.43,7.0,Boa,0,0
2024-02-21,0.0,1004.39,24.1,74.04,Quente (22-28°C),,5.32,8.24,14.2,0.49,8.0,Boa,0,0
2024-02-22,0.0,1002.94,25.35,78.33,Quente (22-28°C),,5.64,10.23,16.6,0.51,10.0,Boa,0,0
2024-02-23,0.0,1004.81,27.78,70.83,Quente (22-28°C),,7.41,4.77,19.71,0.56,12.0,Boa,5,1
2024-02-24,0.0,1010.88,27.36,72.96,Quente (22-28°C),,5.83,4.57,13.93,0.39,9.0,Boa,0,0
2024-02-25,0.0,1014.75,25.61,78.46,Quente (22-28°C),,5.29,4.67,11.69,0.39,5.0,Boa,0,0
2024-02-26,0.17,1010.58,24.24,84.21,Quente (22-28°C),,5.33,4.46,11.02,0.46,5.0,Boa,0,0
2024-02-27,0.87,1003.4,25.35,87.5,Quente (22-28°C),,5.61,4.79,10.13,0.56,6.0,Boa,0,0
2024-02-28,0.01,1005.8,25.96,82.25,Quente (22-28°C),,5.49,4.38,17.63,0.47,12.0,Boa,0,0
2024-02-29,0.0,1007.42,26.3,81.67,Quente (22-28°C),,5.8,4.42,13.48,0.51,15.0,Boa,0,0
2024-03-01,0.0,1008.32,25.99,80.43,Quente (22-28°C),,5.32,4.57,19.57,0.38,11.0,Boa,0,0
2024-03-02,0.0,1006.05,27.13,73.88,Quente (22-28°C),,6.61,4.47,26.47,0.56,19.0,Boa,0,0
2024-03-03,0.0,1006.23,25.99,78.83,Quente (22-28°C),,5.94,4.4,23.98,0.5,15.0,Boa,0,0
2024-03-04,0.0,1010.02,22.21,73.58,Quente (22-28°C),,5.54,4.59,22.6,0.45,10.0,Boa,0,0
2024-03-05,0.0,1010.61,21.85,60.25,Ameno (15-22°C),,5.69,4.79,21.1,0.7,14.0,Boa,0,0
2024-03-06,0.0,1010.82,21.12,68.22,Ameno (15-22°C),,7.0,4.51,17.24,1.07,30.0,Boa,0,0
2024-03-07,0.0,1010.47,24.34,69.91,Quente (22-28°C),,5.68,4.48,29.73,0.08,17.0,Boa,4,1
2024-03-08,2.22,1007.75,22.86,90.96,Quente (22-28°C),,6.08,4.66,16.26,0.27,13.0,Boa,0,0
2024-03-09,0.0,1004.46,25.37,84.46,Quente (22-28°C),,6.55,4.36,18.04,0.4,11.0,Boa,0,0
2024-03-10,0.0,1009.0,24.36,82.58,Quente (22-28°C),,5.9,4.5,26.99,0.66,18.0,Boa,7,1
2024-03-11,0.0,1011.2,23.83,74.54,Quente (22-28°C),,5.48,4.68,28.87,0.47,17.0,Boa,0,0
2024-03-12,0.0,1008.99,25.1,72.71,Quente (22-28°C),,5.84,4.6,33.59,0.52,24.0,Boa,0,0
2024-03-13,0.0,1006.9,26.71,73.25,Quente (22-28°C),,7.31,4.47,35.81,0.63,26.0,Boa,0,0
2024-03-14,0.0,1004.9,28.52,64.88,Muito Quente (>28°C),,7.59,4.5,41.21,0.7,30.0,Boa,0,0
2024-03-15,0.0,1004.16,26.11,76.79,Quente (22-28°C),,7.18,4.54,28.56,0.7,20.0,Boa,0,0
2024-03-16,0.12,1001.87,25.29,86.0,Quente (22-28°C),,6.41,4.19,26.56,0.63,17.0,Boa,0,0
2024-03-17,0.01,1005.07,24.98,84.12,Quente (22-28°C),,6.05,4.57,20.42,0.58,11.0,Boa,3,1
2024-03-18,0.0,1004.62,27.12,77.08,Quente (22-28°C),,6.03,4.5,31.24,0.48,22.0,Boa,0,0
2024-03-19,0.0,1003.74,27.41,78.88,Quente (22-28°C),,6.5,4.4,25.76,0.61,19.0,Boa,0,0
2024-03-20,0.0,998.89,29.16,71.71,Muito Quente (>28°C),,6.9,4.26,28.59,0.64,19.0,Boa,0,0
2024-03-21,0.52,1002.51,22.53,85.58,Quente (22-28°C),,6.32,4.53,21.71,0.52,12.0,Boa,0,0
2024-03-22,0.01,1016.7,20.19,68.54,Ameno (15-22°C),,5.74,4.77,18.35,0.58,11.0,Boa,0,0
2024-03-23,0.0,1016.06,21.47,67.5,Ameno (15-22°C),,5.93,4.45,17.89,0.54,10.0,Boa,0,0
2024-03-24,0.0,1011.25,23.67,65.04,Quente (22-28°C),,6.44,4.58,19.5,0.57,14.0,Boa,0,0
2024-03-25,0.0,1009.65,22.8,76.88,Quente (22-28°C),,8.72,4.59,21.38,0.58,15.0,Boa,0,0
2024-03-26,0.0,1011.64,21.73,76.38,Ameno (15-22°C),,7.32,4.51,17.63,0.55,12.0,Boa,0,0
2024-03-27,0.0,1010.75,23.32,73.08,Quente (22-28°C),,6.08,4.59,22.68,0.43,16.0,Boa,0,0
2024-03-28,0.0,1010.48,24.66,76.0,Quente (22-28°C),,7.01,4.37,24.68,0.4,19.0,Boa,3,1
2024-03-29,0.51,1009.75,24.77,77.71,Quente (22-28°C),,6.53,4.45,22.81,0.37,15.0,Boa,2,1
2024-03-30,0.0,1007.8,23.91,75.04,Quente (22-28°C),,7.76,4.47,21.47,0.51,15.0,Boa,0,0
2024-03-31,0.0,1007.04,25.0,76.5,Quente (22-28°C),,7.41,4.38,19.63,0.43,13.0,Boa,0,0
2024-04-01,0.0,1005.78,25.62,75.96,Quente (22-28°C),,6.15,4.37,25.59,0.42,14.0,Boa,0,0
2024-04-02,0.0,1006.83,22.0,83.08,Quente (22-28°C),,7.21,4.32,16.27,0.35,10.0,Boa,0,0
2024-04-03,0.0,1006.72,23.44,77.83,Quente (22-28°C),,6.36,4.69,20.06,0.4,12.0,Boa,6,1
2024-04-04,0.0,1008.1,23.75,83.71,Quente (22-28°C),,6.53,4.55,13.64,0.53,8.0,Boa,0,0
2024-04-05,0.0,1012.44,22.15,81.62,Quente (22-28°C),,6.42,4.78,13.58,0.48,6.0,Boa,0,0
2024-04-06,0.0,1012.98,20.75,69.83,Ameno (15-22°C),,6.93,4.6,13.31,0.42,7.0,Boa,0,0
2024-04-07,0.3,1008.55,20.21,85.54,Ameno (15-22°C),,6.85,4.45,11.82,0.51,7.0,Boa,0,0
2024-04-08,0.0,1006.91,23.23,83.25,Quente (22-28°C),,7.19,4.67,23.19,0.54,22.0,Boa,0,0
2024-04-09,0.0,1007.09,24.48,80.71,Quente (22-28°C),,7.08,4.63,31.65,0.57,24.0,Boa,5,1
2024-04-10,0.0,1008.43,22.89,82.5,Quente (22-28°C),,6.39,4.82,29.13,0.37,18.0,Boa,8,1
2024-04-11,0.23,1013.7,19.44,90.25,Ameno (15-22°C),,6.28,4.7,29.22,0.28,13.0,Boa,0,0
2024-04-12,0.04,1014.56,19.89,87.92,Ameno (15-22°C),,6.27,4.79,30.46,0.32,12.0,Boa,0,0
2024-04-13,0.61,1010.84,20.92,92.5,Ameno (15-22°C),,6.39,4.79,28.8,0.35,13.0,Boa,4,2
2024-04-14,0.02,1007.66,22.91,86.12,Quente (22-28°C),,6.48,4.91,28.68,0.32,14.0,Boa,0,0
2024-04-15,0.17,1005.97,25.16,82.71,Quente (22-28°C),,6.63,4.73,22.15,0.47,12.0,Boa,0,0
2024-04-16,1.29,1005.04,22.83,90.88,Quente (22-28°C),,6.99,5.23,14.85,0.51,8.0,Boa,7,1
2024-04-17,0.0,1009.73,19.85,72.5,Ameno (15-22°C),,7.53,4.89,26.14,0.41,15.0,Boa,0,0
2024-04-18,0.0,1012.02,19.43,70.42,Ameno (15-22°C),,8.66,4.79,28.94,0.51,19.0,Boa,2,1
2024-04-19,0.0,1012.59,20.24,72.83,Ameno (15-22°C),,11.05,4.57,34.61,0.57,23.0,Boa,0,0
2024-04-20,0.0,1011.85,20.97,69.21,Ameno (15-22°C),,9.47,4.68,37.88,0.66,26.0,Boa,0,0
2024-04-21,0.0,1009.25,21.22,72.67,Ameno (15-22°C),,9.69,4.83,35.24,0.59,24.0,Boa,0,0
2024-04-22,0.0,1007.23,20.49,83.7,Ameno (15-22°C),,9.76,4.87,29.42,0.74,18.0,Boa,0,0
2024-04-23,0.0,1005.72,23.28,81.04,Quente (22-28°C),,15.64,4.73,29.13,0.6,17.0,Boa,0,0
2024-04-24,0.35,1010.24,20.71,77.52,Ameno (15-22°C),,7.47,4.77,19.61,0.48,14.0,Boa,5,1
2024-04-25,0.01,1010.82,19.58,72.62,Ameno (15-22°C),,6.92,5.05,27.84,0.48,17.0,Boa,0,0
2024-04-26,0.09,1005.5,21.32,88.5,Ameno (15-22°C),,8.39,5.16,15.19,0.77,10.0,Boa,0,0
2024-04-27,1.97,1001.6,23.23,85.17,Quente (22-28°C),,7.82,4.64,27.41,0.62,14.0,Boa,0,0
2024-04-28,0.03,1007.55,19.0,82.12,Ameno (15-22°C),,6.83,4.86,30.61,0.46,15.0,Boa,0,0
2024-04-29,1.72,1005.08,19.89,91.67,Ameno (15-22°C),,7.34,4.8,21.54,0.63,13.0,Boa,0,0
2024-04-30,5.03,1005.39,19.96,95.96,Ameno (15-22°C),,7.02,4.96,32.58,0.44,14.0,Boa,0,0
2024-05-01,2.93,1003.22,19.8,95.75,Ameno (15-22°C),,7.18,4.91,31.98,0.54,14.0,Boa,0,0
2024-05-02,2.77,1000.46,19.26,96.0,Ameno (15-22°C),,7.28,5.12,30.77,0.56,16.0,Boa,0,0
2024-05-03,0.24,1007.72,17.32,93.96,Ameno (15-22°C),,6.79,4.98,36.95,0.46,16.0,Boa,0,0
2024-05-04,0.63,1007.6,20.35,93.38,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-05-05,0.62,1008.64,22.34,88.17,Quente (22-28°C),,,,,,,Sem Dados,9,1
2024-05-06,0.0,1004.4,25.59,73.38,Quente (22-28°C),,,,,,,Sem Dados,0,0
2024-05-07,0.0,1002.15,26.14,69.5,Quente (22-28°C),,,,,,,Sem Dados,0,0
2024-05-08,0.25,1001.1,25.65,70.62,Quente (22-28°C),,,,,,,Sem Dados,0,0
2024-05-09,0.0,1013.42,17.11,73.58,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-05-10,1.86,1009.17,16.2,90.25,Ameno (15-22°C),,,,,,,Sem Dados,6,2
2024-05-11,0.97,1006.03,18.47,97.0,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-05-12,2.84,1002.01,19.44,96.79,Ameno (15-22°C),,,,,,,Sem Dados,5,1
2024-05-13,0.21,1007.92,16.58,88.25,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-05-14,0.0,1015.83,13.0,69.33,Frio (<15°C),,,,,,,Sem Dados,10,1
2024-05-15,0.0,1014.95,11.18,73.5,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-16,0.32,1008.99,11.14,89.88,Frio (<15°C),,,,,,,Sem Dados,5,1
2024-05-17,0.2,1011.32,13.41,80.38,Frio (<15°C),,,,,,,Sem Dados,3,1
2024-05-18,0.0,1015.28,13.22,83.79,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-19,0.1,1014.45,14.17,92.75,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-20,0.01,1015.05,14.68,87.92,Frio (<15°C),,,,,,,Sem Dados,8,2
2024-05-21,0.01,1012.18,17.38,81.75,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-05-22,0.0,1006.75,20.9,80.71,Ameno (15-22°C),,,,,,,Sem Dados,7,1
2024-05-23,5.39,1004.65,18.55,94.96,Ameno (15-22°C),,,,,,,Sem Dados,9,1
2024-05-24,0.73,1007.21,15.28,93.17,Ameno (15-22°C),,,,,,,Sem Dados,2,1
2024-05-25,0.06,1019.03,11.1,83.17,Frio (<15°C),,,,,,,Sem Dados,5,2
2024-05-26,0.01,1020.86,11.83,81.92,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-27,1.16,1013.44,14.8,93.38,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-28,0.05,1012.65,11.63,83.79,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-29,0.08,1018.12,13.98,90.25,Frio (<15°C),,,,,,,Sem Dados,11,2
2024-05-30,0.0,1018.88,12.94,86.83,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-05-31,0.01,1017.95,13.12,86.17,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-06-01,0.01,1014.03,14.86,79.54,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-06-02,0.0,1011.27,18.97,73.67,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2024-06-03,0.63,1019.08,12.22,88.75,Frio (<15°C),,,,,,,Sem Dados,0,0
2024-06-04,0.0,1019.5,13.08,80.79,Frio (<15°C),,4.52,9.35,21.29,2.49,11.0,Boa,0,0
2024-06-05,0.03,1014.61,16.09,84.42,Ameno (15-22°C),,4.56,8.88,19.04,2.62,15.0,Boa,15,1
2024-06-06,0.0,1012.66,19.05,86.25,Ameno (15-22°C),,8.9,8.58,19.71,1.84,16.0,Boa,0,0
2024-06-07,0.0,1014.09,20.29,82.46,Ameno (15-22°C),,10.21,8.8,21.48,,10.0,Boa,0,0
2024-06-08,0.0,1013.4,20.24,83.04,Ameno (15-22°C),,9.36,8.75,23.93,,10.0,Boa,0,0
2024-06-09,0.0,1006.81,22.14,72.58,Quente (22-28°C),,9.05,8.96,23.61,,12.0,Boa,0,0
2024-06-10,0.0,1008.25,21.06,77.42,Ameno (15-22°C),,7.72,8.84,21.45,,9.0,Boa,0,0
2024-06-11,0.0,1013.35,18.08,89.25,Ameno (15-22°C),,6.57,8.71,19.95,,8.0,Boa,5,2
2024-06-12,0.0,1010.0,21.57,78.83,Ameno (15-22°C),,8.62,9.02,23.17,,10.0,Boa,4,2
2024-06-13,0.0,1005.8,22.95,62.71,Quente (22-28°C),,7.26,8.88,22.12,,10.0,Boa,0,0
2024-06-14,0.0,1004.35,24.65,55.08,Quente (22-28°C),,8.2,8.86,24.36,,12.0,Boa,0,0
2024-06-15,0.43,1009.21,21.04,77.75,Ameno (15-22°C),,7.41,9.08,25.7,,14.0,Boa,9,2
2024-06-16,1.47,1010.01,17.57,95.42,Ameno (15-22°C),,6.62,8.75,24.67,,11.0,Boa,0,0
2024-06-17,0.01,1006.21,18.11,93.33,Ameno (15-22°C),,6.65,8.76,24.24,,10.0,Boa,0,0
2024-06-18,0.0,1004.41,19.34,86.21,Ameno (15-22°C),,7.14,8.67,25.23,,10.0,Boa,0,0
2024-06-19,2.93,1007.8,18.13,93.04,Ameno (15-22°C),,6.85,8.85,24.41,,11.0,Boa,0,0
2024-06-20,0.0,1012.68,18.25,92.0,Ameno (15-22°C),,6.9,8.68,31.46,,15.0,Boa,0,0
2024-06-21,0.68,1010.3,18.03,94.08,Ameno (15-22°C),,7.04,8.91,33.19,,18.0,Boa,4,1
2024-06-22,0.01,1004.11,21.41,76.21,Ameno (15-22°C),,10.4,8.72,49.64,,27.0,Boa,0,0
2024-06-23,0.55,1002.03,21.15,81.83,Ameno (15-22°C),,7.54,8.67,51.66,,30.0,Boa,0,0
2024-06-24,0.08,1012.43,14.04,85.29,Frio (<15°C),,6.61,8.7,47.69,,21.0,Boa,0,0
2024-06-25,0.06,1017.93,12.42,75.29,Frio (<15°C),,6.53,8.75,52.37,,25.0,Boa,0,0
2024-06-26,0.46,1010.65,12.28,93.33,Frio (<15°C),,6.71,8.75,36.28,,22.0,Boa,0,0
2024-06-27,0.01,1008.05,12.31,76.08,Frio (<15°C),,8.85,8.54,18.65,,11.0,Boa,5,2
2024-06-28,0.0,1005.86,13.6,77.75,Frio (<15°C),,8.09,8.8,16.85,,9.0,Boa,0,0
2024-06-29,0.0,1015.01,9.67,61.58,Frio (<15°C),,6.77,8.63,32.22,,15.0,Boa,0,0
2024-06-30,0.0,1017.59,7.7,62.88,Frio (<15°C),,7.7,8.95,29.97,,15.0,Boa,0,0
2024-07-01,0.0,1015.91,8.62,71.12,Frio (<15°C),,8.51,8.62,24.04,,13.0,Boa,0,0
2024-07-02,0.0,1012.3,12.65,70.88,Frio (<15°C),,10.12,8.86,33.82,,17.0,Boa,0,0
2024-07-03,0.0,1008.86,15.32,72.08,Ameno (15-22°C),,6.43,8.84,30.99,,22.0,Boa,0,0
2024-07-04,0.03,1011.17,12.41,81.42,Frio (<15°C),,3.95,9.02,23.33,,12.0,Boa,7,2
2024-07-05,0.45,1016.91,10.52,90.75,Frio (<15°C),,7.21,8.58,16.45,,9.0,Boa,0,0
2024-07-06,0.0,1020.59,8.55,73.79,Frio (<15°C),,7.38,8.5,20.94,,14.0,Boa,0,0
2024-07-07,0.02,1017.59,10.63,86.29,Frio (<15°C),,7.47,8.69,28.27,,13.0,Boa,0,0
2024-07-08,0.0,1019.5,9.19,75.58,Frio (<15°C),,6.58,8.47,26.0,,12.0,Boa,0,0
2024-07-09,0.23,1018.58,7.89,75.0,Frio (<15°C),,6.69,8.6,24.72,,12.0,Boa,0,0
2024-07-10,0.75,1013.38,8.81,95.5,Frio (<15°C),,7.14,8.73,18.56,,9.0,Boa,0,0
2024-07-11,0.01,1016.8,10.12,91.0,Frio (<15°C),,7.62,8.59,21.63,,12.0,Boa,0,0
2024-07-12,0.0,1025.15,10.5,80.46,Frio (<15°C),,6.89,8.53,39.17,,18.0,Boa,0,0
2024-07-13,0.18,1024.21,11.01,90.42,Frio (<15°C),,7.71,8.75,39.06,,17.0,Boa,4,1
2024-07-14,0.31,1020.48,13.59,92.67,Frio (<15°C),,7.22,8.79,49.75,,22.0,Boa,0,0
2024-07-15,0.01,1023.48,14.68,83.5,Frio (<15°C),,7.36,8.68,41.3,,20.0,Boa,0,0
2024-07-16,0.08,1020.72,15.78,87.46,Ameno (15-22°C),,7.51,8.83,32.39,,19.0,Boa,6,2
2024-07-17,0.0,1017.38,15.78,86.25,Ameno (15-22°C),,8.02,8.74,23.03,,12.0,Boa,0,0
2024-07-18,0.0,1016.82,15.02,85.29,Ameno (15-22°C),,8.18,8.54,20.97,,10.0,Boa,0,0
2024-07-19,0.0,1017.98,16.25,81.67,Ameno (15-22°C),,9.37,8.53,20.27,,14.0,Boa,3,1
2024-07-20,0.0,1019.32,14.7,88.42,Frio (<15°C),,8.21,8.13,32.65,,16.0,Boa,0,0
2024-07-21,0.0,1014.68,16.61,82.04,Ameno (15-22°C),,8.87,8.29,27.01,,14.0,Boa,0,0
2024-07-22,0.0,1016.26,17.6,84.92,Ameno (15-22°C),,9.48,8.2,26.27,,16.0,Boa,2,1
2024-07-23,0.01,1016.65,19.23,77.54,Ameno (15-22°C),,8.6,8.61,28.23,,20.0,Boa,0,0
2024-07-24,0.0,1014.83,21.0,64.58,Ameno (15-22°C),,14.29,8.4,22.62,,14.0,Boa,8,1
2024-07-25,0.0,1011.26,19.23,72.08,Ameno (15-22°C),,5.94,8.17,22.9,,10.0,Boa,0,0
2024-07-26,0.0,1012.31,17.79,80.83,Ameno (15-22°C),,5.67,7.87,23.29,,10.0,Boa,8,1
2024-07-27,0.03,1011.97,16.95,91.33,Ameno (15-22°C),,6.02,8.18,22.05,,9.0,Boa,3,1
2024-07-28,0.2,1014.6,15.08,94.75,Ameno (15-22°C),,5.52,8.11,21.54,,9.0,Boa,0,0
2024-07-29,0.78,1020.53,11.8,87.38,Frio (<15°C),,5.75,8.35,23.32,,10.0,Boa,4,1
2024-07-30,0.0,1021.85,13.04,75.04,Frio (<15°C),,6.04,8.09,22.69,,10.0,Boa,0,0
2024-07-31,0.0,1016.69,16.72,69.46,Ameno (15-22°C),,6.18,7.99,21.32,,9.0,Boa,6,1
2024-08-01,0.0,1012.92,19.04,72.46,Ameno (15-22°C),,6.97,8.03,22.67,,10.0,Boa,0,0
2024-08-02,0.0,1009.58,21.2,71.5,Ameno (15-22°C),,8.85,8.01,25.49,,12.0,Boa,0,0
2024-08-03,0.0,1006.2,24.23,55.33,Quente (22-28°C),,6.99,8.04,26.98,,11.0,Boa,0,0
2024-08-04,0.43,1013.34,16.41,93.38,Ameno (15-22°C),,7.16,8.0,25.85,,11.0,Boa,0,0
2024-08-05,0.02,1012.07,18.38,91.33,Ameno (15-22°C),,6.76,8.1,24.61,,11.0,Boa,0,0
2024-08-06,0.37,1008.97,19.07,91.71,Ameno (15-22°C),,7.01,8.12,23.67,,10.0,Boa,0,0
2024-08-07,0.22,1006.82,17.19,90.12,Ameno (15-22°C),,7.77,8.36,24.09,,10.0,Boa,6,1
2024-08-08,0.08,1009.6,13.52,89.92,Frio (<15°C),,6.69,8.11,24.18,,10.0,Boa,0,0
2024-08-09,0.0,1015.18,10.65,70.29,Frio (<15°C),,6.98,7.96,24.79,,10.0,Boa,0,0
2024-08-10,0.0,1015.64,11.02,77.08,Frio (<15°C),,6.76,8.05,25.26,,10.0,Boa,0,0
2024-08-11,0.0,1011.85,12.46,68.38,Frio (<15°C),,7.79,8.12,25.52,,11.0,Boa,0,0
2024-08-12,0.0,1016.53,10.58,58.5,Frio (<15°C),,6.68,8.06,25.93,,11.0,Boa,0,0
2024-08-13,0.0,1019.81,9.64,71.83,Frio (<15°C),,7.58,7.98,24.95,,11.0,Boa,0,0
2024-08-14,0.0,1015.0,13.33,67.96,Frio (<15°C),,8.91,8.03,25.97,,12.0,Boa,6,1
2024-08-15,0.0,1011.55,15.66,70.62,Ameno (15-22°C),,8.66,8.02,27.88,,14.0,Boa,0,0
2024-08-16,0.0,1009.92,16.14,81.46,Ameno (15-22°C),,8.22,8.47,28.09,,12.0,Boa,0,0
2024-08-17,0.0,1010.72,16.2,90.79,Ameno (15-22°C),,7.56,8.67,28.38,,12.0,Boa,0,0
2024-08-18,0.02,1008.52,19.55,85.25,Ameno (15-22°C),,7.45,8.67,26.92,,11.0,Boa,0,0
2024-08-19,0.13,1008.62,18.45,89.71,Ameno (15-22°C),,7.35,8.99,25.61,,11.0,Boa,0,0
2024-08-20,0.19,1014.95,16.23,92.46,Ameno (15-22°C),,6.65,8.83,26.14,,11.0,Boa,0,0
2024-08-21,0.0,1007.12,21.35,77.33,Ameno (15-22°C),,7.27,8.93,26.45,,12.0,Boa,0,0
2024-08-22,0.11,1005.55,18.53,85.08,Ameno (15-22°C),,7.72,8.85,26.55,,11.0,Boa,0,0
2024-08-23,0.32,1011.58,12.58,90.96,Frio (<15°C),,6.86,8.64,24.7,,11.0,Boa,0,0
2024-08-24,0.0,1017.85,10.81,72.88,Frio (<15°C),,6.74,8.71,25.91,,11.0,Boa,4,1
2024-08-25,0.0,1020.92,10.75,66.92,Frio (<15°C),,6.81,8.75,25.9,,11.0,Boa,0,0
2024-08-26,0.0,1021.11,10.66,71.38,Frio (<15°C),13.82,7.45,8.9,24.93,,12.0,Boa,0,0
2024-08-27,0.0,1021.04,12.09,81.0,Frio (<15°C),32.89,7.8,9.22,25.33,,29.0,Boa,6,2
2024-08-28,0.0,1019.41,14.21,80.83,Frio (<15°C),11.24,6.77,9.08,25.9,,11.0,Boa,0,0
2024-08-29,0.0,1015.52,16.66,78.71,Ameno (15-22°C),40.71,7.74,9.35,24.09,,36.0,Boa,0,0
2024-08-30,0.0,1015.18,17.31,83.96,Ameno (15-22°C),20.01,7.18,9.38,25.29,,18.0,Boa,0,0
2024-08-31,0.0,1010.65,19.92,79.0,Ameno (15-22°C),24.76,7.81,9.1,27.38,,22.0,Boa,0,0
2024-09-01,0.03,1010.37,16.08,74.42,Ameno (15-22°C),12.62,6.87,9.27,25.68,,12.0,Boa,3,1
2024-09-02,0.0,1010.5,14.99,75.75,Frio (<15°C),12.13,7.16,9.35,25.42,,11.0,Boa,0,0
2024-09-03,0.0,1008.07,15.98,80.92,Ameno (15-22°C),18.25,7.67,9.02,25.93,,16.0,Boa,7,1
2024-09-04,1.1,1012.12,14.52,88.5,Frio (<15°C),14.52,6.91,9.19,25.54,,13.0,Boa,0,0
2024-09-05,0.04,1017.11,13.89,74.83,Frio (<15°C),8.28,6.86,9.15,26.88,,11.0,Boa,0,0
